cid	name	formula	weight	xlogp	rotb	hb_donor	hb_aceptor	heavy_atom	synonym	iso_smile	inchi
32459	2-[(4-chlorophenyl)methylsulfanyl]-4,6-bis(trichloromethyl)-1,3,5-triazine	C12H6Cl7N3S	472.411	6.3	3	0	4	23	24481-73-0	C1=CC(=CC=C1CSC2=NC(=NC(=N2)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl)Cl	InChI=1S/C12H6Cl7N3S/c13-7-3-1-6(2-4-7)5-23-10-21-8(11(14,15)16)20-9(22-10)12(17,18)19/h1-4H,5H2
24234	diethyl-[3-(4-fluorobenzoyl)oxypropyl]azanium;chloride	C14H21ClFNO2	289.775	None	8	1	4	19	Diethylaminopropyl p-fluorobenzoate hydrochloride	CC[NH+](CC)CCCOC(=O)C1=CC=C(C=C1)F.[Cl-]	InChI=1S/C14H20FNO2.ClH/c1-3-16(4-2)10-5-11-18-14(17)12-6-8-13(15)9-7-12;/h6-9H,3-5,10-11H2,1-2H3;1H
32532	4,7,7-trimethyl-N-[(4-nitrophenyl)methyl]bicyclo[2.2.1]heptan-3-amine	C17H24N2O2	288.391	4.3	3	1	3	21	AC1L1NVU	CC1(C2CCC1(C(C2)NCC3=CC=C(C=C3)[N+](=O)[O-])C)C	InChI=1S/C17H24N2O2/c1-16(2)13-8-9-17(16,3)15(10-13)18-11-12-4-6-14(7-5-12)19(20)21/h4-7,13,15,18H,8-11H2,1-3H3
21239	5-chloro-2-[(2-hydroxynaphthalen-1-yl)diazenyl]-4-methylbenzenesulfonic acid	C17H13ClN2O4S	376.811	4.3	3	2	6	25		CC1=CC(=C(C=C1Cl)S(=O)(=O)O)N=NC2=C(C=CC3=CC=CC=C32)O	InChI=1S/C17H13ClN2O4S/c1-10-8-14(16(9-13(10)18)25(22,23)24)19-20-17-12-5-3-2-4-11(12)6-7-15(17)21/h2-9,21H,1H3,(H,22,23,24)
25091	5-methyl-2-(trifluoromethyl)-7,9,10,14b-tetrahydroisoquinolino[2,1-d][1,4]benzodiazepin-6-one	C19H17F3N2O	346.353	3.5	0	0	5	25	BRN 0766956	CN1C(=O)CN2CCC3=CC=CC=C3C2C4=C1C=CC(=C4)C(F)(F)F	InChI=1S/C19H17F3N2O/c1-23-16-7-6-13(19(20,21)22)10-15(16)18-14-5-3-2-4-12(14)8-9-24(18)11-17(23)25/h2-7,10,18H,8-9,11H2,1H3
24337	None	C21H23NO2	321.42	3.5	4	0	3	24	AC1L2NDC	CN1C2CC(CC1C3C2O3)OC(C4=CC=CC=C4)C5=CC=CC=C5	InChI=1S/C21H23NO2/c1-22-17-12-16(13-18(22)21-20(17)24-21)23-19(14-8-4-2-5-9-14)15-10-6-3-7-11-15/h2-11,16-21H,12-13H2,1H3
20407	N-(4-oxo-5-phenyl-5,6-dihydro-1,3-thiazin-2-yl)acetamide	C12H12N2O2S	248.3	1.5	2	1	3	17	L 3884	CC(=O)NC1=NC(=O)C(CS1)C2=CC=CC=C2	InChI=1S/C12H12N2O2S/c1-8(15)13-12-14-11(16)10(7-17-12)9-5-3-2-4-6-9/h2-6,10H,7H2,1H3,(H,13,14,15,16)
21248	trimethyl-[2-[[4-[4-[2-(trimethylazaniumyl)ethylsulfamoyl]phenyl]phenyl]sulfonylamino]ethyl]azanium;diiodide	C22H36I2N4O4S2	738.483	None	11	2	8	34	Disufene	C[N+](C)(C)CCNS(=O)(=O)C1=CC=C(C=C1)C2=CC=C(C=C2)S(=O)(=O)NCC[N+](C)(C)C.[I-].[I-]	InChI=1S/C22H36N4O4S2.2HI/c1-25(2,3)17-15-23-31(27,28)21-11-7-19(8-12-21)20-9-13-22(14-10-20)32(29,30)24-16-18-26(4,5)6;;/h7-14,23-24H,15-18H2,1-6H3;2*1H/q+2;;/p-2
20790	2-(1,3-benzothiazol-2-ylsulfanyl)ethanol	C9H9NOS2	211.297	1.6	3	1	4	13	HMBT	C1=CC=C2C(=C1)N=C(S2)SCCO	InChI=1S/C9H9NOS2/c11-5-6-12-9-10-7-3-1-2-4-8(7)13-9/h1-4,11H,5-6H2
22361	2-[(2-methyl-4-nitrophenyl)diazenyl]propanedinitrile	C10H7N5O2	229.199	2.1	2	0	6	17	((4-Nitro-o-tolyl)azo)malononitrile	CC1=C(C=CC(=C1)[N+](=O)[O-])N=NC(C#N)C#N	InChI=1S/C10H7N5O2/c1-7-4-9(15(16)17)2-3-10(7)14-13-8(5-11)6-12/h2-4,8H,1H3
32554	4,7,7-trimethyl-N,N-bis[(4-phenylphenyl)methyl]bicyclo[2.2.1]heptan-3-amine	C36H39N	485.715	9.5	7	0	1	37	AC1L1NXO	CC1(C2CCC1(C(C2)N(CC3=CC=C(C=C3)C4=CC=CC=C4)CC5=CC=C(C=C5)C6=CC=CC=C6)C)C	InChI=1S/C36H39N/c1-35(2)33-22-23-36(35,3)34(24-33)37(25-27-14-18-31(19-15-27)29-10-6-4-7-11-29)26-28-16-20-32(21-17-28)30-12-8-5-9-13-30/h4-21,33-34H,22-26H2,1-3H3
22265	[1-hydroxy-1-(3-hydroxyphenyl)propan-2-yl]azanium;chloride	C9H14ClNO2	203.666	None	2	3	3	13	Metaraminol hydrochloride	CC(C(C1=CC(=CC=C1)O)O)[NH3+].[Cl-]	InChI=1S/C9H13NO2.ClH/c1-6(10)9(12)7-3-2-4-8(11)5-7;/h2-6,9,11-12H,10H2,1H3;1H
32552	N,N-bis[(4-fluorophenyl)methyl]-4,7,7-trimethylbicyclo[2.2.1]heptan-3-amine	C24H29F2N	369.5	6.6	5	0	3	27	AC1L1NXI	CC1(C2CCC1(C(C2)N(CC3=CC=C(C=C3)F)CC4=CC=C(C=C4)F)C)C	InChI=1S/C24H29F2N/c1-23(2)19-12-13-24(23,3)22(14-19)27(15-17-4-8-20(25)9-5-17)16-18-6-10-21(26)11-7-18/h4-11,19,22H,12-16H2,1-3H3
24276	5-phenyl-1,3-thiazole-2,4-diamine;hydrochloride	C9H10ClN3S	227.71	None	1	3	4	14	Amphisol hydrochloride	C1=CC=C(C=C1)C2=C(N=C(S2)N)N.Cl	InChI=1S/C9H9N3S.ClH/c10-8-7(13-9(11)12-8)6-4-2-1-3-5-6;/h1-5H,10H2,(H2,11,12);1H
32520	chromium(3+);dioxido(dioxo)chromium	Cr5O12	451.969	None	0	0	12	17	Chromic chromate	[O-][Cr](=O)(=O)[O-].[O-][Cr](=O)(=O)[O-].[O-][Cr](=O)(=O)[O-].[Cr+3].[Cr+3]	InChI=1S/5Cr.12O/q;;;2*+3;;;;;;;6*-1
20607	2-ethyl-3,4,4a,5,6,7,8,8a-octahydro-1H-isoquinolin-5-ol	C11H21NO	183.295	1.5	1	1	2	13	AC1L2GMA	CCN1CCC2C(C1)CCCC2O	InChI=1S/C11H21NO/c1-2-12-7-6-10-9(8-12)4-3-5-11(10)13/h9-11,13H,2-8H2,1H3
32580	triethyl-[4-[4-(triethylazaniumyl)phenyl]phenyl]azanium;diiodide	C24H38I2N2	608.391	None	9	0	2	28	Tetramethylbenzidine bis-ethiodide	CC[N+](CC)(CC)C1=CC=C(C=C1)C2=CC=C(C=C2)[N+](CC)(CC)CC.[I-].[I-]	InChI=1S/C24H38N2.2HI/c1-7-25(8-2,9-3)23-17-13-21(14-18-23)22-15-19-24(20-16-22)26(10-4,11-5)12-6;;/h13-20H,7-12H2,1-6H3;2*1H/q+2;;/p-2
23848	sodium;2-[2-[bis(carboxymethyl)amino]ethyl-(carboxymethyl)amino]acetate	C10H15N2NaO8	314.226	None	10	3	10	21		C(CN(CC(=O)O)CC(=O)[O-])N(CC(=O)O)CC(=O)O.[Na+]	InChI=1S/C10H16N2O8.Na/c13-7(14)3-11(4-8(15)16)1-2-12(5-9(17)18)6-10(19)20;/h1-6H2,(H,13,14)(H,15,16)(H,17,18)(H,19,20);/q;+1/p-1
32352	6-[3-(dimethylamino)propyl]-7H-benzo[d][2]benzazepin-5-one	C19H22N2O	294.398	3	4	0	2	22		CN(C)CCCN1CC2=CC=CC=C2C3=CC=CC=C3C1=O	InChI=1S/C19H22N2O/c1-20(2)12-7-13-21-14-15-8-3-4-9-16(15)17-10-5-6-11-18(17)19(21)22/h3-6,8-11H,7,12-14H2,1-2H3
47542	N-methyl-N-[2-(2-methyl-1,3-benzodioxol-2-yl)ethyl]-2-phenylethanamine	C19H23NO2	297.398	4.3	6	0	3	22	AC1L2I9U	CC1(OC2=CC=CC=C2O1)CCN(C)CCC3=CC=CC=C3	InChI=1S/C19H23NO2/c1-19(21-17-10-6-7-11-18(17)22-19)13-15-20(2)14-12-16-8-4-3-5-9-16/h3-11H,12-15H2,1-2H3
47281	silanidylidyneiron	FeSi-	83.93	None	0	0	1	2	Silanidylidyneiron	[Si-]#[Fe]	InChI=1S/Fe.Si/q;-1
47278	9-[(2R)-5-hydroxy-2-[(3S)-3-hydroxyoct-1-enyl]-3-oxocyclopentyl]non-7-enoic acid	C22H36O5	380.525	3.7	14	3	5	27		CCCCC[C@@H](C=C[C@@H]1C(C(CC1=O)O)CC=CCCCCCC(=O)O)O	InChI=1S/C22H36O5/c1-2-3-8-11-17(23)14-15-19-18(20(24)16-21(19)25)12-9-6-4-5-7-10-13-22(26)27/h6,9,14-15,17-20,23-24H,2-5,7-8,10-13,16H2,1H3,(H,26,27)/t17-,18?,19+,20?/m0/s1
22448	2-nitrohex-2-ene	C6H11NO2	129.159	2.3	2	0	2	9	2-NITROHEX-2-ENE	CCCC=C(C)[N+](=O)[O-]	InChI=1S/C6H11NO2/c1-3-4-5-6(2)7(8)9/h5H,3-4H2,1-2H3
39336	2-[benzyl(3-morpholin-4-ylpropyl)amino]-1-(6,7,8,9-tetrahydro-5H-benzo[7]annulen-3-yl)ethanone	C27H36N2O2	420.597	5.1	9	0	4	31	AC1Q5EMF	C1CCC2=C(CC1)C=C(C=C2)C(=O)CN(CCCN3CCOCC3)CC4=CC=CC=C4	InChI=1S/C27H36N2O2/c30-27(26-13-12-24-10-5-2-6-11-25(24)20-26)22-29(21-23-8-3-1-4-9-23)15-7-14-28-16-18-31-19-17-28/h1,3-4,8-9,12-13,20H,2,5-7,10-11,14-19,21-22H2
27921	1-benzyl-6,7-dimethoxy-2-methyl-3,4-dihydro-1H-isoquinoline	C19H23NO2	297.398	3.7	4	0	3	22	AC1L1E8M	CN1CCC2=CC(=C(C=C2C1CC3=CC=CC=C3)OC)OC	InChI=1S/C19H23NO2/c1-20-10-9-15-12-18(21-2)19(22-3)13-16(15)17(20)11-14-7-5-4-6-8-14/h4-8,12-13,17H,9-11H2,1-3H3
21781	4,5-dibutoxyimidazolidin-2-one	C11H22N2O3	230.308	1.7	8	2	3	16	SRC-906	CCCCOC1C(NC(=O)N1)OCCCC	InChI=1S/C11H22N2O3/c1-3-5-7-15-9-10(13-11(14)12-9)16-8-6-4-2/h9-10H,3-8H2,1-2H3,(H2,12,13,14)
21952	piperazine;2,4,5-trichlorophenol	C16H16Cl6N2O2	481.016	None	0	4	4	26	TRICLOFENOL PIPERAZINE	C1CNCCN1.C1=C(C(=CC(=C1Cl)Cl)Cl)O.C1=C(C(=CC(=C1Cl)Cl)Cl)O	InChI=1S/2C6H3Cl3O.C4H10N2/c2*7-3-1-5(9)6(10)2-4(3)8;1-2-6-4-3-5-1/h2*1-2,10H;5-6H,1-4H2
20510	4,5,8-trihydroxy-2-phenylchromen-7-one	C15H10O5	270.24	1.7	1	3	5	20		C1=CC=C(C=C1)C2=CC(=C3C(=CC(=O)C(=C3O2)O)O)O	InChI=1S/C15H10O5/c16-9-6-11(18)14(19)15-13(9)10(17)7-12(20-15)8-4-2-1-3-5-8/h1-7,16-17,19H
41623	2-piperidin-1-ylethyl N-(3-nonoxyphenyl)carbamate	C23H38N2O3	390.568	6.3	14	1	4	28	Carbamic acid, [3-(nonyloxy)phenyl]-, 2-(1-piperidinyl)ethyl ester	CCCCCCCCCOC1=CC=CC(=C1)NC(=O)OCCN2CCCCC2	InChI=1S/C23H38N2O3/c1-2-3-4-5-6-7-11-18-27-22-14-12-13-21(20-22)24-23(26)28-19-17-25-15-9-8-10-16-25/h12-14,20H,2-11,15-19H2,1H3,(H,24,26)
20867	[N'-[N'-[(4-chlorophenyl)methyl]carbamimidoyl]carbamimidoyl]azanium;chloride	C9H13Cl2N5	262.138	None	3	3	2	16		C1=CC(=CC=C1CN=C(N)N=C([NH3+])N)Cl.[Cl-]	InChI=1S/C9H12ClN5.ClH/c10-7-3-1-6(2-4-7)5-14-9(13)15-8(11)12;/h1-4H,5H2,(H6,11,12,13,14,15);1H
20764	N-benzyl-N-methyl-2-(5-phenylmethoxy-1H-indol-3-yl)ethanamine	C25H26N2O	370.496	4.5	8	1	2	28	BRN 0319389	CN(CCC1=CNC2=C1C=C(C=C2)OCC3=CC=CC=C3)CC4=CC=CC=C4	InChI=1S/C25H26N2O/c1-27(18-20-8-4-2-5-9-20)15-14-22-17-26-25-13-12-23(16-24(22)25)28-19-21-10-6-3-7-11-21/h2-13,16-17,26H,14-15,18-19H2,1H3
24160	2-(8-tert-butyl-1,4-dioxaspiro[4.5]decan-3-yl)piperidine	C17H31NO2	281.44	3.4	2	1	3	20	AC1L2N8Z	CC(C)(C)C1CCC2(CC1)OCC(O2)C3CCCCN3	InChI=1S/C17H31NO2/c1-16(2,3)13-7-9-17(10-8-13)19-12-15(20-17)14-6-4-5-11-18-14/h13-15,18H,4-12H2,1-3H3
23998	fermium	Fm	257.095	None	0	0	0	1	Fermium	[Fm]	InChI=1S/Fm
26261	1,1-dichloro-2-propan-2-yloxycyclopropane	C6H10Cl2O	169.045	2.2	2	0	1	9	1,1-Dichloro-2-isopropoxycyclopropane	CC(C)OC1CC1(Cl)Cl	InChI=1S/C6H10Cl2O/c1-4(2)9-5-3-6(5,7)8/h4-5H,3H2,1-2H3
21322	2-benzamidooxyacetic acid	C9H9NO4	195.174	-0.3	4	2	4	14	Benzadox	C1=CC=C(C=C1)C(=O)NOCC(=O)O	InChI=1S/C9H9NO4/c11-8(12)6-14-10-9(13)7-4-2-1-3-5-7/h1-5H,6H2,(H,10,13)(H,11,12)
34972	N-(4-nitrophenyl)-4,6-bis(trichloromethyl)-1,3,5-triazin-2-amine	C11H5Cl6N5O2	451.894	5	2	1	6	24	N-(4-nitrophenyl)-4,6-bis(trichloromethyl)-1,3,5-triazin-2-amine	C1=CC(=CC=C1NC2=NC(=NC(=N2)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl)[N+](=O)[O-]	InChI=1S/C11H5Cl6N5O2/c12-10(13,14)7-19-8(11(15,16)17)21-9(20-7)18-5-1-3-6(4-2-5)22(23)24/h1-4H,(H,18,19,20,21)
21995	4-N,4-N-diethyl-1-N,1-N-dimethylbenzene-1,4-diamine	C12H20N2	192.306	3.4	4	0	2	14	BRN 2720091	CCN(CC)C1=CC=C(C=C1)N(C)C	InChI=1S/C12H20N2/c1-5-14(6-2)12-9-7-11(8-10-12)13(3)4/h7-10H,5-6H2,1-4H3
32581	triethyl-[4-[4-(triethylazaniumyl)phenyl]phenyl]azanium	C24H38N2+2	354.582	5.6	9	0	0	26	AC1L1NZC	CC[N+](CC)(CC)C1=CC=C(C=C1)C2=CC=C(C=C2)[N+](CC)(CC)CC	InChI=1S/C24H38N2/c1-7-25(8-2,9-3)23-17-13-21(14-18-23)22-15-19-24(20-16-22)26(10-4,11-5)12-6/h13-20H,7-12H2,1-6H3/q+2
47372	1-(7,8-dimethoxy-2H-chromen-3-yl)ethanone	C13H14O4	234.251	1.6	3	0	4	17	BRN 1252166	CC(=O)C1=CC2=C(C(=C(C=C2)OC)OC)OC1	InChI=1S/C13H14O4/c1-8(14)10-6-9-4-5-11(15-2)13(16-3)12(9)17-7-10/h4-6H,7H2,1-3H3
20089	but-2-enedioic acid;7-chloro-5-phenyl-1-(2-piperazin-1-ylethyl)-3H-1,4-benzodiazepin-2-one	C29H31ClN4O9	615.036	1.564	8	5	12	43		C1CN(CCN1)CCN2C(=O)CN=C(C3=C2C=CC(=C3)Cl)C4=CC=CC=C4.C(=CC(=O)O)C(=O)O.C(=CC(=O)O)C(=O)O	InChI=1S/C21H23ClN4O.2C4H4O4/c22-17-6-7-19-18(14-17)21(16-4-2-1-3-5-16)24-15-20(27)26(19)13-12-25-10-8-23-9-11-25;2*5-3(6)1-2-4(7)8/h1-7,14,23H,8-13,15H2;2*1-2H,(H,5,6)(H,7,8)
21986	2-[[4-chloro-6-(cyanomethylamino)-1,3,5-triazin-2-yl]amino]acetonitrile	C7H6ClN7	223.624	1	4	2	7	15	BRN 0235474	C(C#N)NC1=NC(=NC(=N1)Cl)NCC#N	InChI=1S/C7H6ClN7/c8-5-13-6(11-3-1-9)15-7(14-5)12-4-2-10/h3-4H2,(H2,11,12,13,14,15)
32611	2-[2-(2-hydroxypropoxy)propoxy]propan-1-ol	C9H20O4	192.255	-0.4	7	2	4	13	HSDB 2655	CC(CO)OCC(C)OCC(C)O	InChI=1S/C9H20O4/c1-7(11)5-12-9(3)6-13-8(2)4-10/h7-11H,4-6H2,1-3H3
32376	4-[3-(4-chlorophenyl)-3-oxoprop-1-enyl]-1,5-dimethyl-2-phenylpyrazol-3-one	C20H17ClN2O2	352.818	3	4	0	3	25		CC1=C(C(=O)N(N1C)C2=CC=CC=C2)C=CC(=O)C3=CC=C(C=C3)Cl	InChI=1S/C20H17ClN2O2/c1-14-18(12-13-19(24)15-8-10-16(21)11-9-15)20(25)23(22(14)2)17-6-4-3-5-7-17/h3-13H,1-2H3
24174	calcium;2-[2,3-dichloro-4-(2-methylidenebutanoyl)phenoxy]acetate	C13H11CaCl2O4+	342.205	None	5	0	4	20	calcium 2-[2,3-dichloro-4-(2-methylidenebutanoyl)phenoxy]acetate	CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)[O-])Cl)Cl.[Ca+2]	InChI=1S/C13H12Cl2O4.Ca/c1-3-7(2)13(18)8-4-5-9(12(15)11(8)14)19-6-10(16)17;/h4-5H,2-3,6H2,1H3,(H,16,17);/q;+2/p-1
20420	2-chloro-1-methyl-4-propan-2-ylbenzene	C10H13Cl	168.664	4	1	0	0	11	Septol	CC1=C(C=C(C=C1)C(C)C)Cl	InChI=1S/C10H13Cl/c1-7(2)9-5-4-8(3)10(11)6-9/h4-7H,1-3H3
32569	methane;(4-methylphenyl)methyl-(4,7,7-trimethyl-3-bicyclo[2.2.1]heptanyl)azanium;chloride	C19H32ClN	309.922	None	3	1	1	21	(+-)-endo-N-(p-Methylbenzyl)-2-bornanamine hydrochloride	C.CC1=CC=C(C=C1)C[NH2+]C2CC3CCC2(C3(C)C)C.[Cl-]	InChI=1S/C18H27N.CH4.ClH/c1-13-5-7-14(8-6-13)12-19-16-11-15-9-10-18(16,4)17(15,2)3;;/h5-8,15-16,19H,9-12H2,1-4H3;1H4;1H
23951	samarium	Sm	150.36	None	0	0	0	1	Samarium	[Sm]	InChI=1S/Sm
20628	N',N'-dimethyl-N-(1-nitroacridin-9-yl)propane-1,3-diamine	C18H20N4O2	324.384	3.7	5	1	5	24	Nitracrine	CN(C)CCCNC1=C2C(=NC3=CC=CC=C31)C=CC=C2[N+](=O)[O-]	InChI=1S/C18H20N4O2/c1-21(2)12-6-11-19-18-13-7-3-4-8-14(13)20-15-9-5-10-16(17(15)18)22(23)24/h3-5,7-10H,6,11-12H2,1-2H3,(H,19,20)
20446	2-phenylbut-2-enal	C10H10O	146.189	2.2	2	0	1	11	2-phenylbut-2-enal	CC=C(C=O)C1=CC=CC=C1	InChI=1S/C10H10O/c1-2-9(8-11)10-6-4-3-5-7-10/h2-8H,1H3
20247	methyl 4-[4-(phenylmethoxycarbonylamino)phenyl]butanoate	C19H21NO4	327.38	3.4	9	1	4	24	NSC 85210	COC(=O)CCCC1=CC=C(C=C1)NC(=O)OCC2=CC=CC=C2	InChI=1S/C19H21NO4/c1-23-18(21)9-5-8-15-10-12-17(13-11-15)20-19(22)24-14-16-6-3-2-4-7-16/h2-4,6-7,10-13H,5,8-9,14H2,1H3,(H,20,22)
24163	2-(8-methyl-1,4-dioxaspiro[4.5]decan-3-yl)piperidin-1-ium;chloride	C14H26ClNO2	275.817	None	1	1	3	18	8-Methyl-2-(2-piperidyl)-1,4-dioxaspiro(4.5)decane hydrochloride	CC1CCC2(CC1)OCC(O2)C3CCCC[NH2+]3.[Cl-]	InChI=1S/C14H25NO2.ClH/c1-11-5-7-14(8-6-11)16-10-13(17-14)12-4-2-3-9-15-12;/h11-13,15H,2-10H2,1H3;1H
32525	(4,7,7-trimethyl-3-bicyclo[2.2.1]heptanyl)azanium;chloride	C10H20ClN	189.727	None	0	1	1	12	rac-endo-2-Bornanamin hydrochlorid [German]	CC1(C2CCC1(C(C2)[NH3+])C)C.[Cl-]	InChI=1S/C10H19N.ClH/c1-9(2)7-4-5-10(9,3)8(11)6-7;/h7-8H,4-6,11H2,1-3H3;1H
22111	4-[2-[4,6-dioxo-5-[(4-sulfonaphthalen-1-yl)hydrazinylidene]cyclohex-2-en-1-ylidene]hydrazinyl]naphthalene-1-sulfonic acid	C26H18N4O8S2	578.57	3.6	6	4	12	40	AC1L2JS5	C1=CC=C2C(=C1)C(=CC=C2S(=O)(=O)O)NN=C3C=CC(=O)C(=NNC4=CC=C(C5=CC=CC=C54)S(=O)(=O)O)C3=O	InChI=1S/C26H18N4O8S2/c31-22-12-9-21(29-27-19-10-13-23(39(33,34)35)17-7-3-1-5-15(17)19)26(32)25(22)30-28-20-11-14-24(40(36,37)38)18-8-4-2-6-16(18)20/h1-14,27-28H,(H,33,34,35)(H,36,37,38)
41097	2-[4-(2-heptanoyloxyethyl)piperazin-1-yl]ethyl heptanoate	C22H42N2O4	398.588	4.8	18	0	6	28	AC1Q682H	CCCCCCC(=O)OCCN1CCN(CC1)CCOC(=O)CCCCCC	InChI=1S/C22H42N2O4/c1-3-5-7-9-11-21(25)27-19-17-23-13-15-24(16-14-23)18-20-28-22(26)12-10-8-6-4-2/h3-20H2,1-2H3
47379	dimethyl(4-propylheptan-4-yl)azanium;chloride	C12H28ClN	221.813	None	7	1	1	14	LCG 21617	CCCC(CCC)(CCC)[NH+](C)C.[Cl-]	InChI=1S/C12H27N.ClH/c1-6-9-12(10-7-2,11-8-3)13(4)5;/h6-11H2,1-5H3;1H
40363	N-[2-(5-chloro-2-methyl-1,3-benzodioxol-2-yl)ethyl]-N',N'-diethylethane-1,2-diamine	C16H25ClN2O2	312.838	3.3	8	1	4	21	AC1Q3OTG	CCN(CC)CCNCCC1(OC2=C(O1)C=C(C=C2)Cl)C	InChI=1S/C16H25ClN2O2/c1-4-19(5-2)11-10-18-9-8-16(3)20-14-7-6-13(17)12-15(14)21-16/h6-7,12,18H,4-5,8-11H2,1-3H3
23897	3-ethyl-2-methyl-5-(morpholin-4-ylmethyl)-1,5,6,7-tetrahydroindol-4-one	C16H24N2O2	276.38	1.7	3	1	3	20	MOLINDONE	CCC1=C(NC2=C1C(=O)C(CC2)CN3CCOCC3)C	InChI=1S/C16H24N2O2/c1-3-13-11(2)17-14-5-4-12(16(19)15(13)14)10-18-6-8-20-9-7-18/h12,17H,3-10H2,1-2H3
34402	(7-nitroquinolin-8-yl) 3-(4-chlorophenyl)-2-methylprop-2-enoate	C19H13ClN2O4	368.773	4.9	4	0	5	26		CC(=CC1=CC=C(C=C1)Cl)C(=O)OC2=C(C=CC3=C2N=CC=C3)[N+](=O)[O-]	InChI=1S/C19H13ClN2O4/c1-12(11-13-4-7-15(20)8-5-13)19(23)26-18-16(22(24)25)9-6-14-3-2-10-21-17(14)18/h2-11H,1H3
32390	2-methyl-5-phenylisoquinolin-2-ium	C16H14N+	220.295	3.9	1	0	0	17	AC1Q1IMH	C[N+]1=CC2=C(C=C1)C(=CC=C2)C3=CC=CC=C3	InChI=1S/C16H14N/c1-17-11-10-16-14(12-17)8-5-9-15(16)13-6-3-2-4-7-13/h2-12H,1H3/q+1
32549	3-(4-fluorophenyl)propyl-(4,7,7-trimethyl-3-bicyclo[2.2.1]heptanyl)azanium;bromide	C19H29BrFN	370.35	None	5	1	2	22	(+-)-endo-N-(3-(p-Fluorophenyl)propyl)-2-bornanamine hydrobromide	CC1(C2CCC1(C(C2)[NH2+]CCCC3=CC=C(C=C3)F)C)C.[Br-]	InChI=1S/C19H28FN.BrH/c1-18(2)15-10-11-19(18,3)17(13-15)21-12-4-5-14-6-8-16(20)9-7-14;/h6-9,15,17,21H,4-5,10-13H2,1-3H3;1H
24109	N,6-dimethylhept-5-en-2-amine;2,3,4,5-tetrahydroxyhexanedioic acid	C15H29NO8	351.396	None	9	7	9	24	Isocom	CC(CCC=C(C)C)NC.C(C(C(C(=O)O)O)O)(C(C(=O)O)O)O	InChI=1S/C9H19N.C6H10O8/c1-8(2)6-5-7-9(3)10-4;7-1(3(9)5(11)12)2(8)4(10)6(13)14/h6,9-10H,5,7H2,1-4H3;1-4,7-10H,(H,11,12)(H,13,14)
24154	(3R,4R,5R,6R)-3-amino-6-(hydroxymethyl)oxane-2,4,5-triol	C6H13NO5	179.172	-2.8	1	5	6	12	D-Galactosamine	C([C@@H]1[C@@H]([C@@H]([C@H](C(O1)O)N)O)O)O	InChI=1S/C6H13NO5/c7-3-5(10)4(9)2(1-8)12-6(3)11/h2-6,8-11H,1,7H2/t2-,3-,4+,5-,6?/m1/s1
32638	4-[4,6-bis(trichloromethyl)-1,3,5-triazin-2-yl]morpholine	C9H8Cl6N4O	400.89	3.4	1	0	5	20	24803-10-9	C1COCCN1C2=NC(=NC(=N2)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl	InChI=1S/C9H8Cl6N4O/c10-8(11,12)5-16-6(9(13,14)15)18-7(17-5)19-1-3-20-4-2-19/h1-4H2
24211	2,6-diacetyl-3,7,9-trihydroxy-8,9b-dimethyldibenzofuran-1-one	C18H16O7	344.319	2.1	2	3	7	25	Usnic acid, D-	CC1=C(C(=C2C(=C1O)C3(C(=CC(=C(C3=O)C(=O)C)O)O2)C)C(=O)C)O	InChI=1S/C18H16O7/c1-6-14(22)12(8(3)20)16-13(15(6)23)18(4)10(25-16)5-9(21)11(7(2)19)17(18)24/h5,21-23H,1-4H3
32464	[1-(5,8-dihydroxy-1,4-dioxonaphthalen-2-yl)-4-methylpent-3-enyl] acetate	C18H18O6	330.336	3.5	5	2	6	24	Acetylshikonin	CC(=CCC(C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)OC(=O)C)C	InChI=1S/C18H18O6/c1-9(2)4-7-15(24-10(3)19)11-8-14(22)16-12(20)5-6-13(21)17(16)18(11)23/h4-6,8,15,20-21H,7H2,1-3H3
38666	N-(3,4-dichlorophenyl)quinolizin-5-ium-2-amine;bromide	C15H11BrCl2N2	370.071	None	2	1	2	20	NOLINIUM BROMIDE	C1=CC=[N+]2C=CC(=CC2=C1)NC3=CC(=C(C=C3)Cl)Cl.[Br-]	InChI=1S/C15H10Cl2N2.BrH/c16-14-5-4-11(10-15(14)17)18-12-6-8-19-7-2-1-3-13(19)9-12;/h1-10H;1H
24266	disodium;fluoro-dioxido-oxo-$l^{5}-phosphane	FNa2O3P	143.949	None	0	0	4	7	SODIUM MONOFLUOROPHOSPHATE	[O-]P(=O)([O-])F.[Na+].[Na+]	InChI=1S/FH2O3P.2Na/c1-5(2,3)4;;/h(H2,2,3,4);;/q;2*+1/p-2
21166	5-chloro-2-[2-(diethylamino)ethoxy]benzamide	C13H19ClN2O2	270.757	2.7	7	1	3	18	Sch 1301	CCN(CC)CCOC1=C(C=C(C=C1)Cl)C(=O)N	InChI=1S/C13H19ClN2O2/c1-3-16(4-2)7-8-18-12-6-5-10(14)9-11(12)13(15)17/h5-6,9H,3-4,7-8H2,1-2H3,(H2,15,17)
